t,x,y,z
6.1875,0.0460274,0.185229,-1.00919
6.1875,0.062152,-0.0307295,-1.15895
6.1875,0.16984,-0.370547,-1.02918
6.25,0.167017,-0.287714,-0.959395
6.25,0.178112,-0.0305368,-1.05192
6.25,0.180858,0.113529,-0.987503
6.25,0.197917,0.075741,-0.826122
6.25,0.195781,-0.0263904,-0.902557
6.25,0.171877,-0.194507,-1.06764
6.3125,0.117885,-0.227769,-1.11914
6.3125,0.0707577,-0.0994671,-1.03454
6.3125,0.0849713,0.0585614,-0.999972
6.3125,0.167821,0.0293988,-0.85911
6.3125,0.204663,0.0132053,-0.873047
6.3125,0.194183,-0.0301945,-1.03942
6.375,0.152039,-0.192659,-1.00526
6.375,0.0781683,-0.172108,-1.02177
6.375,0.00885919,-0.00954586,-1.05922
6.375,0.0472864,0.0216297,-0.957973
6.375,0.134518,0.0201897,-0.946143
6.375,0.194734,-0.034411,-0.937179
6.4375,0.199714,-0.114571,-0.965082
6.4375,0.125863,-0.133757,-1.00049
6.4375,0.0225293,-0.0600935,-1.04683
6.4375,-0.00793526,-0.0110694,-1.03368
6.4375,0.0517759,-0.0293606,-0.979156
6.4375,0.133022,-0.0309957,-0.989804
6.4375,0.206784,-0.0908109,-0.973669
6.5,0.18193,-0.118371,-0.95639
6.5,0.0981829,-0.0517373,-1.03663
6.5,0.0102731,-0.0156551,-1.02588
6.5,-0.000498831,-0.0401079,-0.9955
6.5,0.0431976,-0.0370342,-1.05924
6.5,0.143088,-0.0899202,-1.00991
6.5625,0.170303,-0.0996547,-0.95114
6.5625,0.156399,-0.0719986,-1.00021
6.5625,0.0705903,-0.0242881,-1.00777
6.5625,0.0148507,-0.0187836,-0.998814
6.5625,0.00836119,-0.0374735,-1.04386
6.5625,0.0826634,-0.099289,-1.03672
6.625,0.120841,-0.0957016,-0.990852
6.625,0.151565,-0.0613083,-0.997937
6.625,0.111767,-0.0257055,-0.970753
6.625,0.0652742,-0.00943283,-0.965988
6.625,0.0273005,-0.00847784,-1.03506
6.625,0.0578574,-0.077378,-1.03772
6.6875,0.0926943,-0.10759,-1.00626
6.6875,0.12597,-0.0581776,-1.02062
6.6875,0.125697,-0.0151432,-0.964498
6.6875,0.102432,0.0151487,-0.938913
6.6875,0.0789632,0.00972113,-0.985052
6.6875,0.0691364,-0.0523388,-1.00133
6.75,0.0749072,-0.0919704,-1.0203
6.75,0.0878516,-0.0636645,-1.03975
6.75,0.102487,-0.0324783,-0.974283
6.75,0.103224,0.00450522,-0.942252
6.75,0.108907,0.02282,-0.986389
6.75,0.101657,-0.0268044,-0.97792
6.75,0.101004,-0.100176,-0.978275
6.8125,0.0791224,-0.0667989,-1.07383
6.8125,0.0710993,-0.0476941,-1.02144
6.8125,0.0739371,-0.0126507,-0.950816
6.8125,0.0919867,0.033575,-0.975508
6.8125,0.100962,0.0165458,-0.971804
6.8125,0.116789,-0.0446054,-0.991141
6.875,0.100399,-0.0783848,-1.03129
6.875,0.0754321,-0.069068,-1.04334
6.875,0.0532197,-0.0366142,-1.01126
6.875,0.0574293,0.0159132,-0.989786
6.875,0.0747146,0.0272493,-0.974952
6.875,0.111762,-0.0182487,-0.993654
6.9375,0.117747,-0.0754622,-0.998527
6.9375,0.0885029,-0.0701017,-1.03141
6.9375,0.0497645,-0.0539479,-1.02418
6.9375,0.027528,-0.0163011,-1.00436
6.9375,0.0312178,0.0181304,-1.01134
6.9375,0.0756546,-0.0128958,-1.01775
7,0.112092,-0.0806973,-0.985469
7,0.0955249,-0.0733901,-1.02076
7,0.0532183,-0.0472601,-1.03674
7,0.0108001,-0.0268718,-1.01635
7,0.00334185,-0.0267118,-1.00797
7,0.0327878,-0.0245954,-1.05411
7.0625,0.0751861,-0.066925,-1.01437
7.0625,0.0966559,-0.0898973,-0.986405
7.0625,0.0760012,-0.0256735,-1.04569
7.0625,0.0362189,-0.0159967,-1.00786
7.0625,0.0203359,-0.0208579,-1.01032
7.0625,0.0125701,-0.016169,-1.03969
7.0625,0.0367728,-0.0333883,-1.01134
7.125,0.0726973,-0.0186563,-1.02279
7.125,0.0923629,-0.00201531,-1.00863
7.125,0.0786197,-0.0207617,-0.926897
7.125,0.0457224,0.0283224,-1.02302
7.125,0.0229729,0.0232912,-1.04319
7.125,0.0404803,-0.037695,-0.96942
7.1875,0.0696856,-0.0233922,-1.01511
7.1875,0.0853801,-0.00745386,-1.01488
7.1875,0.0898897,-0.0150717,-0.949924
7.1875,0.0672638,0.0171141,-0.996917
7.1875,0.0404134,0.0230512,-0.996336
7.1875,0.0295808,0.00627752,-0.967677
7.25,0.044724,0.0293622,-1.02237
7.25,0.0722404,0.000821996,-0.996626
7.25,0.100168,-0.0355957,-0.955494
7.25,0.0784077,0.0119251,-1.0082
7.25,0.0521059,0.0284259,-0.976741
7.25,0.0307982,0.0330691,-0.962349
7.3125,0.0417308,0.0467774,-1.03193
7.3125,0.06511,-0.0130235,-0.964758
7.3125,0.0848123,-0.00326609,-1.0102
7.3125,0.0746945,0.00105198,-0.989541
7.3125,0.0550193,0.0235138,-0.971315
7.3125,0.037322,0.063327,-1.01188
7.375,0.0504967,0.0401643,-0.990227
7.375,0.0737921,-0.00956981,-0.953535
7.375,0.079411,-0.0035337,-1.02255
7.375,0.0602076,-0.00923478,-1.00509
7.375,0.049622,-0.0112058,-0.980436
7.375,0.0385321,0.0298293,-1.0153
7.375,0.0510914,0.0112487,-0.991665
7.4375,0.0729254,-0.0314646,-0.961919
7.4375,0.0712722,-0.0107731,-1.02558
7.4375,0.0609313,-0.00962472,-1.00525
7.4375,0.0538419,-0.0323951,-0.981186
7.4375,0.0423316,-0.00944275,-1.02917
7.4375,0.0334951,-0.0252186,-0.979701
7.5,0.0461677,-0.0209568,-1.01365
7.5,0.0530648,-0.0230051,-1.03525
7.5,0.061446,-0.0402906,-0.984842
7.5,0.0541815,-0.030945,-0.98052
7.5,0.045114,-0.00221998,-1.02788
7.5,0.0380231,-0.00991834,-1.00446
7.5625,0.0398589,-0.0210823,-1.01116
7.5625,0.0418488,-0.0364719,-1.01306
7.5625,0.0443039,-0.0323566,-1.02315
7.5625,0.0406177,-0.0137135,-1.013
7.5625,0.0394264,-0.00662235,-1.00721
7.5625,0.0418434,-0.0126321,-1.00495
7.625,0.0415709,-0.0215759,-1.02217
7.625,0.0379577,-0.0326704,-1.02357
7.625,0.0393428,-0.0586562,-1.00855
7.625,0.0340743,-0.0245222,-1.04018
7.625,0.0298538,-0.00402971,-1.02377
7.625,0.0479039,-0.00913883,-0.991496
7.625,0.0469527,-0.0240712,-0.978147
7.6875,0.044268,-0.0153576,-1.03711
7.6875,0.0443401,-0.0219047,-1.02375
7.6875,0.0414993,-0.0107503,-0.99043
7.6875,0.0393386,0.01064,-0.995956
7.6875,0.0406999,0.0100559,-0.999978
7.6875,0.0379018,-0.00547354,-0.986943
7.75,0.0360799,-0.00260926,-0.999267
7.75,0.0363231,0.0161161,-1.00926
7.75,0.0296765,0.0189803,-0.966874
7.75,0.0375465,0.0385592,-0.98936
7.75,0.0374096,0.0317631,-1.01137
7.75,0.0517495,-0.017189,-0.977264
7.8125,0.0430228,-0.00201953,-1.01213
7.8125,0.0364383,0.0248878,-1.0298
7.8125,0.0254415,-0.00497725,-0.942812
7.8125,0.0245081,0.048531,-1.03399
7.8125,0.0297112,0.0512223,-1.01095
7.8125,0.058568,0.0112392,-0.943394
7.875,0.0617338,0.0151849,-1.00482
7.875,0.0609006,0.0099222,-1.04593
7.875,0.0452732,0.0108194,-0.998169
7.875,0.0389296,0.0400287,-1.0015
7.875,0.0323193,0.0454721,-0.990504
7.875,0.0443346,0.0305616,-1.01197
7.9375,0.0502402,0.0335121,-1.01862
7.9375,0.0602101,-0.00353412,-0.967642
7.9375,0.050726,0.0293524,-1.02366
7.9375,0.0315978,0.0339866,-1.00664
7.9375,0.0272816,0.0266326,-0.975386
7.9375,0.0353367,0.0441179,-1.02412
7.9375,0.0505358,0.0321125,-1.00527
8,0.0529186,0.00257394,-0.960212
8,0.0417967,0.0306282,-1.0241
8,0.0206577,0.0226018,-0.994436
8,0.0194381,0.0179393,-0.995855
8,0.0201348,0.0226885,-1.01704
8,0.0270757,-0.00243472,-1.00677
8.0625,0.0392196,-0.00633826,-1.00903
8.0625,0.038649,0.0145002,-1.0178
8.0625,0.0382372,0.0374246,-0.999203
8.0625,0.0444993,0.0174912,-0.97768
8.0625,0.0440818,0.021229,-1.01585
8.0625,0.028054,0.0107983,-1.02067
8.125,0.0244384,0.0208427,-1.02338
8.125,0.0158536,0.0412576,-1.00173
8.125,0.0198905,0.0641735,-0.994807
8.125,0.0317662,0.0645434,-0.979314
8.125,0.0464792,0.0519943,-1.01967
8.125,0.0569714,0.00236977,-0.982572
8.1875,0.0440328,-0.000957567,-0.99048
8.1875,0.00760698,0.0654402,-1.04234
8.1875,0.0118095,0.0133324,-0.92501
8.1875,0.0104057,0.0669125,-1.01419
8.1875,0.0356671,0.0267634,-1.00626
8.1875,0.0695204,-0.0365898,-0.937319
8.25,0.0403559,0.0225534,-1.01531
8.25,0.0402692,0.0174484,-1.00251
8.25,0.0227142,0.0149075,-0.944802
8.25,0.0228661,0.0446369,-1.01159
8.25,0.0348986,0.00296759,-0.971692
8.25,0.0520106,-0.0273358,-0.986882
8.25,0.029509,0.0229647,-1.03575
8.3125,0.0255161,-0.00845952,-0.954773
8.3125,0.00891308,0.0359627,-0.996745
8.3125,0.00821516,0.0516203,-1.03739
8.3125,0.0398533,-0.00911051,-0.994152
8.3125,0.0431611,-0.0128469,-1.0107
8.3125,0.0388464,0.0297838,-1.06063
8.375,0.0181896,0.0567693,-1.0007
8.375,0.0146851,0.0460684,-0.971882
8.375,-0.0068645,0.0605463,-1.04214
8.375,-0.00747578,0.00997473,-1.02495
8.375,0.00142588,0.0102329,-0.996944
8.375,0.0146579,0.0472031,-1.04144
8.4375,0.0544471,-0.00211919,-1.05164
8.4375,0.0633592,-0.0800312,-0.962201
8.4375,0.0212024,-0.0299722,-1.02246
8.4375,-0.0481208,0.0419015,-1.02217
8.4375,-0.0473721,0.00972971,-0.965655
8.4375,-0.0286811,0.0317292,-1.05106
8.5,0.0310072,-0.0533823,-0.994549
8.5,0.0595244,-0.065223,-0.996146
8.5,0.020021,-0.00339807,-1.03649
8.5,-0.0151746,-0.0108613,-0.942705
8.5,-0.0639779,0.0400993,-0.974451
8.5,-0.0547438,0.0727307,-1.07894
8.5625,-0.00619276,0.048273,-1.03636
8.5625,0.0273003,0.00298374,-0.931965
8.5625,-0.00922637,0.0493486,-0.983589
8.5625,-0.0519137,0.101677,-1.08818
8.5625,-0.0556383,0.0688592,-1.00997
8.5625,-0.0528143,0.0182019,-0.953185
8.5625,-0.0218675,0.0328352,-1.09679
8.625,-0.00311422,0.00216901,-1.04055
8.625,0.0313564,-0.0392819,-0.947468
8.625,0.0103931,0.00081658,-0.97924
8.625,-0.0160615,-0.01409,-0.974103
8.625,-0.034612,-0.0209986,-0.983387
8.625,-0.0207206,-0.0521948,-1.00382
8.6875,0.0235911,-0.091961,-1.00242
8.6875,0.0373696,-0.10226,-0.926729
8.6875,0.0253647,-0.0253758,-0.927964
8.6875,-0.00700615,0.0290635,-0.959894
8.6875,0.0126434,-0.0347035,-0.957242
8.6875,0.0123453,-0.0526811,-0.965194
8.75,0.0176725,-0.0584062,-0.955239
8.75,0.010778,-0.00555101,-0.97397
8.75,-0.00896417,0.0554951,-0.991175
8.75,0.0107999,0.0218592,-0.908551
8.75,-0.00419006,0.027605,-0.922382
8.75,-0.0110758,0.0599684,-1.04575
8.8125,-0.0024375,-0.0117866,-0.965693
8.8125,0.0153614,-0.0273889,-0.995721
8.8125,0.0124379,0.0282345,-1.06251
8.8125,0.00908262,-0.00763617,-0.945733
8.8125,-0.00659963,0.0321423,-0.999105
8.8125,-0.0459228,0.0838172,-1.05501
8.8125,-0.0313995,0.0222721,-0.985889
8.875,-0.0272795,0.0286721,-1.02741
8.875,-0.0193045,0.0419431,-1.07313
8.875,-0.004785,0.00841867,-0.984249
8.875,-0.023352,0.0489032,-1.02996
8.875,-0.0283028,0.0517641,-1.08102
8.875,-0.0281551,-0.000685655,-1.03779
8.9375,-0.0240426,0.0101037,-1.09234
8.9375,-0.0136458,0.00205588,-1.07303
8.9375,-0.0167735,0.0115519,-1.03504
8.9375,-0.0367882,0.0603432,-1.07725
8.9375,-0.0472274,0.0484113,-1.06328
8.9375,-0.0444721,0.0708421,-1.04397
9,-0.020449,0.104914,-1.00583
9,0.0104475,0.0791321,-0.982325
9,0.0220712,0.0543776,-1.05256
9,-0.013797,0.0203318,-1.0048
9,-0.0576292,0.0874004,-1.0778
9,-0.0674003,0.0934194,-1.09896
9.0625,-0.0018764,-0.0373522,-0.921848
9.0625,-0.00345933,0.0529719,-0.986931
9.0625,-0.00181316,0.115422,-1.01737
9.0625,0.00732903,0.0592487,-0.929396
9.0625,-0.0128495,0.0489096,-0.970872
9.0625,-0.0264997,-0.000409625,-0.985626
9.125,-0.0351859,-0.0244874,-0.979748
9.125,-0.0365747,0.00440524,-0.997724
9.125,-0.0160939,0.0628601,-1.03181
9.125,0.00847104,0.0285756,-0.927039
9.125,0.0105377,-0.0170235,-0.905147
9.125,-0.0342408,0.0304003,-1.08475
9.125,-0.0463539,-0.0627045,-1.0069
9.1875,-0.0421696,-0.060734,-0.946773
9.1875,-0.0538931,0.0852702,-1.00771
9.1875,0.0051046,0.116388,-0.95157
9.1875,0.0506492,0.0807614,-0.897776
9.1875,0.0647536,0.00472556,-0.960754
9.1875,0.0356239,-0.0198871,-1.04628
9.25,-0.0328807,0.0262058,-0.986637
9.25,-0.05967,0.0911914,-0.944421
9.25,-0.0306344,0.133192,-0.969611
9.25,0.00494699,0.0946596,-0.957479
9.25,0.0250597,0.0989186,-1.10199
9.25,-0.0163078,0.00757018,-0.946133
9.3125,-0.0923475,0.0866961,-0.983498
9.3125,-0.158248,0.30298,-1.25272
9.3125,-0.0649145,0.122869,-0.948121
9.3125,-0.0081832,0.166689,-1.02588
9.3125,0.0301934,0.196627,-1.15084
9.3125,0.047411,0.0517859,-0.954179
9.375,-0.0369747,0.192687,-1.09527
9.375,-0.0931178,0.167485,-1.0067
9.375,-0.11053,0.0848579,-0.929707
9.375,-0.138596,0.194441,-1.18978
9.375,-0.0508484,0.0689934,-1.06624
9.375,0.00948623,0.0359539,-0.932601
9.4375,-0.0087035,0.187117,-1.05282
9.4375,-0.019557,0.141053,-0.956003
9.4375,-0.0693333,0.125314,-0.957675
9.4375,-0.111014,0.136039,-1.07447
9.4375,-0.0934814,0.00912753,-0.98981
9.4375,-0.0872541,0.0419417,-1.03628
9.4375,-0.0735604,0.107283,-1.03128
9.5,-0.0471472,0.069227,-0.892188
9.5,-0.0610089,0.132019,-0.985093
9.5,-0.0635341,0.114172,-1.03491
9.5,-0.0710171,-0.0191548,-0.934374
9.5,-0.0895493,0.0232971,-1.08983
9.5,-0.112071,0.0339755,-1.00925
9.5625,-0.105835,0.0145367,-0.889521
9.5625,-0.0990547,0.111672,-1.052
9.5625,-0.0778964,0.0131443,-0.911072
9.5625,-0.079232,-0.033739,-0.90678
9.5625,-0.095657,0.021317,-1.09862
9.5625,-0.0897738,-0.0575795,-0.948224
9.625,-0.0979926,0.0121778,-0.951427
9.625,-0.0992877,0.0583398,-0.986503
9.625,-0.0719753,-0.0443411,-0.870708
9.625,-0.0902056,0.00447885,-1.01012
9.625,-0.0766513,0.0112439,-1.08034
9.625,-0.0578852,-0.0614443,-0.911435
9.6875,-0.102903,0.0262554,-0.950586
9.6875,-0.116472,0.0763874,-1.05785
9.6875,-0.10528,-0.0240465,-0.935993
9.6875,-0.103465,-0.00157863,-1.01001
9.6875,-0.087679,-0.00463635,-1.05971
9.6875,-0.0897491,-0.100928,-0.92473
9.75,-0.12786,-0.0286491,-1.04222
9.75,-0.166547,-0.0362932,-1.03656
9.75,-0.17027,-0.12233,-0.956519
9.75,-0.170983,-0.0436698,-1.08265
9.75,-0.157774,-0.0411,-1.01579
9.75,-0.126415,-0.0585973,-0.975336
9.75,-0.131754,-0.00262845,-1.03938
9.8125,-0.15887,0.00649612,-0.982164
9.8125,-0.165188,0.0178124,-0.997761
9.8125,-0.169407,0.0369591,-1.0043
9.8125,-0.126392,0.0526827,-1.02227
9.8125,-0.0986672,0.047612,-0.986387
9.8125,-0.07513,0.0107373,-0.95136
9.875,-0.0821151,0.0818963,-1.07304
9.875,-0.0996803,0.0534366,-0.98564
9.875,-0.103971,0.0392949,-0.954188
9.875,-0.10782,0.114274,-1.06031
9.875,-0.0846988,0.0670961,-0.959822
9.875,-0.0538829,0.0803973,-0.997425
9.9375,-0.0311861,0.0623253,-1.02934
9.9375,-0.0208299,0.0124354,-0.977973
9.9375,-0.0683737,0.0838654,-1.01266
9.9375,-0.0854983,0.0922748,-1.02279
9.9375,-0.0848205,0.0882467,-1.04044
9.9375,-0.0655616,0.0867117,-1.0341
10,-0.0328317,0.0841119,-1.01456
10,-0.0238444,0.0983391,-0.999893
10,-0.03263,0.142711,-1.01059
10,-0.0608953,0.160664,-0.994643
10,-0.0757528,0.130062,-0.981331
10,-0.0798451,0.167377,-1.08586
10,-0.0667255,0.11576,-1.01251
10.0625,-0.0490151,0.0788991,-0.978721
10.0625,-0.0620729,0.129807,-1.08442
10.0625,-0.0642984,0.105747,-0.984346
10.0625,-0.0867102,0.200376,-0.976915
10.0625,-0.0597466,0.211511,-1.01282
10.0625,-0.00483088,0.0891876,-0.968241
10.125,-0.0163581,0.0568483,-1.02948
10.125,-0.0653295,0.0452456,-1.00717
10.125,-0.148773,0.17452,-0.985623
10.125,-0.151527,0.302407,-0.987823
10.125,-0.0998034,0.213408,-0.881335
10.125,-0.0285865,0.0640059,-0.940691
10.1875,-0.0105646,0.00686707,-1.0488
10.1875,-0.0416381,-0.00459008,-0.991634
10.1875,-0.109284,0.106989,-0.975021
10.1875,-0.155649,0.184578,-0.949268
10.1875,-0.112525,0.15818,-0.936521
10.1875,-0.0471249,0.127184,-0.967448
10.25,0.0142547,0.0346478,-0.95216
10.25,0.0032509,0.0292385,-0.978716
10.25,-0.0695051,0.112062,-0.990126
10.25,-0.124214,0.188884,-0.939945
10.25,-0.127554,0.201227,-0.907463
10.25,-0.0665146,0.161608,-0.984589
10.3125,-0.00811803,0.0224712,-0.967563
10.3125,0.0145529,-0.0326688,-1.03206
10.3125,-0.0349389,0.0353455,-1.03306
10.3125,-0.0972557,0.152355,-0.963201
10.3125,-0.119211,0.239635,-0.958955
10.3125,-0.0743647,0.15148,-0.918574
10.3125,-0.0309035,0.0924849,-1.02394
10.375,-0.0258756,0.0240666,-1.00811
10.375,-0.0609566,0.0744511,-1.0071
10.375,-0.113982,0.212035,-1.04994
10.375,-0.110463,0.186272,-0.952671
10.375,-0.0883091,0.150217,-0.973191
10.375,-0.0596585,0.115028,-1.06625
10.4375,-0.0386491,0.064111,-1.07931
10.4375,-0.0319936,0.0827259,-1.0788
10.4375,-0.0406681,0.158226,-1.05676
10.4375,-0.0466508,0.158149,-0.974433
10.4375,-0.0524927,0.173155,-1.01262
10.4375,-0.0635788,0.116869,-1.02965
10.5,-0.0750187,0.0423201,-1.03057
10.5,-0.098093,0.0800753,-1.09034
10.5,-0.0952716,0.109323,-1.02939
10.5,-0.0656701,0.153633,-0.999087
10.5,-0.0326852,0.182368,-1.01284
10.5,-0.0217136,0.101049,-0.907755
10.5625,-0.0719801,0.123174,-1.02502
10.5625,-0.105747,0.108297,-1.1003
10.5625,-0.134503,0.050703,-0.976247
10.5625,-0.134112,0.137054,-1.0205
10.5625,-0.102086,0.151023,-0.996538
10.5625,-0.0560609,0.106249,-0.955547
10.625,-0.0513309,0.110799,-0.998435
10.625,-0.0612714,0.0829753,-1.00075
10.625,-0.100035,0.0795619,-1.00515
10.625,-0.118839,0.114359,-1.05049
10.625,-0.112718,0.0925873,-0.994532
10.625,-0.0815567,0.0882949,-1.00524
10.625,-0.0522233,0.0958848,-1.03161
10.6875,-0.0378015,0.0647618,-0.970143
10.6875,-0.0438918,0.0811215,-1.00825
10.6875,-0.059527,0.0806352,-1.01406
10.6875,-0.0723772,0.0649227,-0.992232
10.6875,-0.0607327,0.0808481,-1.06371
10.6875,-0.0129278,0.0269444,-1.02561
10.75,0.0202073,0.0227083,-1.01188
10.75,0.0284329,0.0466811,-1.00796
10.75,0.00911637,0.0714987,-0.980982
10.75,-0.00563122,0.0952513,-1.01215
10.75,0.00762799,0.0780068,-1.06173
10.75,0.0586526,0.0397656,-1.06854
10.8125,0.0605763,0.023568,-0.947541
10.8125,0.0173741,0.0559814,-0.903377
10.8125,-0.0331289,0.154434,-1.11404
10.8125,-0.0192952,0.0845381,-1.09152
10.8125,0.0440177,0.0240578,-1.0052
10.8125,0.0962386,0.110628,-1.06888
10.875,0.112168,0.0976132,-0.94134
10.875,0.0643006,0.142237,-0.90999
10.875,0.00201833,0.196285,-1.07938
10.875,-0.00607301,0.039379,-1.03679
10.875,0.0122494,-0.0227958,-1.04533
10.875,0.0351989,0.0722308,-1.09793
10.9375,0.0731345,0.0661626,-0.908916
10.9375,0.0816216,0.135253,-0.91382
10.9375,0.068672,0.184758,-1.04661
10.9375,0.0695805,0.0137444,-0.956343
10.9375,0.0461051,-0.0395406,-1.01718
10.9375,-0.00101516,0.0384106,-1.12299
10.9375,-0.00801857,0.0500459,-0.966654
11,0.0101166,0.147828,-0.966911
11,0.0591559,0.170606,-1.01184
11,0.10319,0.0585204,-0.924999
11,0.0997087,0.0482999,-1.02044
11,0.0530554,0.0422094,-1.05108
11,0.00608677,0.0684466,-1.01416
11.0625,-0.0147745,0.178308,-1.03936
11.0625,0.0180152,0.175453,-0.959755
11.0625,0.0657669,0.159688,-0.94684
11.0625,0.0885089,0.155471,-0.982279
11.0625,0.070241,0.106621,-0.942637
11.0625,0.0244866,0.150812,-1.04123
11.125,-0.00584497,0.135281,-0.992588
11.125,-0.00688723,0.122108,-0.941388
11.125,0.0234122,0.166374,-1.03054
11.125,0.0777439,0.0871654,-0.952326
11.125,0.091217,0.0708309,-0.935683
11.125,0.0697573,0.124362,-1.00515
11.1875,0.027075,0.133228,-0.958599
11.1875,6.92904e-05,0.141329,-0.934996
11.1875,0.00764966,0.16617,-0.990466
11.1875,0.0412923,0.122719,-0.961323
11.1875,0.0833467,0.110328,-0.965586
11.1875,0.0878647,0.147364,-0.969829
11.1875,0.071163,0.162853,-0.942799
11.25,0.040785,0.182726,-0.952286
11.25,0.0239442,0.208022,-1.01877
11.25,0.0351921,0.151471,-0.95263
11.25,0.0595676,0.165248,-1.00566
11.25,0.075977,0.177561,-1.01854
11.25,0.0747845,0.147075,-0.915207
11.3125,0.0526566,0.239182,-1.02142
11.3125,0.0370184,0.200054,-1.01173
11.3125,0.0438715,0.13599,-0.979086
11.3125,0.0358284,0.171942,-1.05784
11.3125,0.052879,0.12257,-1.03109
11.3125,0.0529748,0.127494,-1.01195
11.375,0.0566347,0.192001,-1.04655
11.375,0.0481565,0.167812,-0.980097
11.375,0.0520142,0.168072,-1.03759
11.375,0.0369567,0.150764,-1.02561
11.375,0.0264561,0.144695,-1.00696
11.375,0.0277958,0.19836,-1.06587
11.4375,0.0363091,0.186239,-0.976739
11.4375,0.058763,0.214632,-1.00988
11.4375,0.0562773,0.182486,-0.99527
11.4375,0.0701352,0.140503,-1.00923
11.4375,0.0393491,0.160578,-1.01412
11.4375,0.028494,0.149088,-1.0117
11.5,0.0235382,0.15841,-1.00639
11.5,0.0282571,0.175242,-0.99451
11.5,0.0471378,0.177516,-0.989154
11.5,0.070915,0.141707,-0.966973
11.5,0.075946,0.155497,-0.967049
11.5,0.0540443,0.174605,-0.979738
11.5,0.0541807,0.150291,-0.985405
11.5625,0.0316338,0.159603,-0.96275
11.5625,0.0493276,0.161937,-1.00559
11.5625,0.0613178,0.157166,-0.97737
11.5625,0.0788704,0.154534,-0.941922
11.5625,0.0866354,0.184297,-0.966399
11.5625,0.0677014,0.170566,-0.940067
11.625,0.0559468,0.19229,-0.964829
11.625,0.0357264,0.222415,-0.963211
11.625,0.0474039,0.213892,-0.975243
11.625,0.0600146,0.210614,-0.981793
11.625,0.0731848,0.186496,-0.937302
11.625,0.0682678,0.233105,-0.988388
11.6875,0.0602076,0.217878,-0.956268
11.6875,0.049302,0.23695,-0.989543
11.6875,0.0429194,0.248965,-0.999672
11.6875,0.053536,0.214488,-0.958911
11.6875,0.0658377,0.243491,-1.01394
11.6875,0.0684707,0.210903,-0.962889
11.75,0.069652,0.234879,-0.994247
11.75,0.0360316,0.244798,-0.990926
11.75,0.0340286,0.218176,-1.02081
11.75,0.0262116,0.228461,-1.04544
11.75,0.0438006,0.168335,-0.96582
11.75,0.0586256,0.220017,-1.05873
11.8125,0.0554294,0.183553,-0.998849
11.8125,0.0435203,0.195136,-1.00318
11.8125,0.0217375,0.241399,-1.05682
11.8125,0.0181312,0.17128,-0.984724
11.8125,0.030913,0.19662,-1.09408
11.8125,0.0463944,0.160133,-1.03809
11.8125,0.0560439,0.151584,-0.980498
11.875,0.0494869,0.248849,-1.06134
11.875,0.0487128,0.202016,-1.00379
11.875,0.0428439,0.194884,-1.00256
11.875,0.0356069,0.16555,-1.02448
11.875,0.0373593,0.133432,-1.05259
11.875,0.0178568,0.166135,-0.996117
11.9375,0.0227039,0.223014,-0.9931
11.9375,0.0399252,0.211071,-1.00798
11.9375,0.0352273,0.166848,-0.931803
11.9375,0.0367086,0.175958,-1.00631
11.9375,0.0234244,0.121947,-1.02068
11.9375,0.00686249,0.105188,-0.983239
12,0.00703368,0.220471,-1.04149
12,0.00341335,0.188126,-0.917152
12,0.0214012,0.192963,-0.977781
12,0.0356796,0.181024,-1.04087
12,0.0391484,0.0972222,-0.953301
12,0.0386591,0.139448,-1.03226
12.0625,0.0190291,0.181745,-1.01059
12.0625,0.0183467,0.187118,-0.979741
12.0625,0.0221448,0.208894,-0.999926
12.0625,0.0423333,0.16611,-0.989495
12.0625,0.0832394,0.136968,-1.0564
12.0625,0.0527525,0.124079,-0.942991
12.125,0.0710909,0.201495,-1.08538
12.125,0.0408591,0.179497,-0.990938
12.125,0.0324067,0.212987,-0.987998
12.125,0.0626475,0.235359,-1.12202
12.125,0.0670335,0.100289,-0.921329
12.125,0.091399,0.232522,-1.11789
12.125,0.092095,0.174589,-1.0407
12.1875,0.067411,0.16098,-0.942586
12.1875,0.0784187,0.290493,-1.1408
12.1875,0.0586607,0.170694,-0.970982
12.1875,0.0760397,0.175021,-1.07345
12.1875,0.0837002,0.157288,-1.05685
12.1875,0.08056,0.155139,-0.974148
12.25,0.106337,0.241738,-1.07666
12.25,0.0790237,0.183091,-0.90863
12.25,0.0786306,0.190164,-0.974944
12.25,0.0780646,0.204428,-1.11584
12.25,0.0634862,0.0722642,-0.910296
12.25,0.0924225,0.194918,-1.02308
12.3125,0.0918729,0.199352,-0.968518
12.3125,0.0756668,0.141183,-0.858832
12.3125,0.0842297,0.262054,-1.08156
12.3125,0.0538712,0.132281,-0.945571
12.3125,0.0484644,0.0905805,-0.938999
12.3125,0.0723024,0.198997,-1.10343
12.375,0.0716054,0.150322,-0.92077
12.375,0.105118,0.214869,-0.989273
12.375,0.11415,0.233716,-1.01601
12.375,0.094465,0.134581,-0.915706
12.375,0.10015,0.186159,-1.09817
12.375,0.0752155,0.142546,-1.01847
12.375,0.061644,0.157234,-0.99522
12.4375,0.100761,0.254793,-1.1197
12.4375,0.102713,0.199126,-0.956651
12.4375,0.13338,0.23476,-1.02055
12.4375,0.134163,0.169398,-1.05007
12.4375,0.117677,0.09338,-1.06223
12.4375,0.0882121,0.124685,-1.03921
12.5,0.0804826,0.187919,-1.02981
12.5,0.101403,0.243558,-1.10732
